enst_id	ensp_id	uniprot_protein_length	Final_mapping_uniprot_id	Gene_Symbol
ENST00000540651	ENSP00000442980	181	P84077	ARF1
ENST00000540656	ENSP00000442157	282	Q8IYJ0	PIANP
ENST00000540691	ENSP00000443549	176	Q9BQD3	KXD1
ENST00000540744	ENSP00000439211	705	Q8N823	ZNF611
ENST00000540757	ENSP00000441755	520	Q9NR20	DYRK4
ENST00000540759	ENSP00000439878	421	Q8TBX8	PIP4K2C
ENST00000540764	ENSP00000443780	527	Q5NDL2	EOGT
ENST00000540793	ENSP00000444589	1270	Q6VMQ6	ATF7IP
ENST00000540806	ENSP00000440625	444	Q5JVG8	ZNF506
ENST00000540848	ENSP00000445751	145	Q8TAP4	LMO3
ENST00000540876	ENSP00000443230	230	P57739	CLDN2
ENST00000540894	ENSP00000441855	614	Q7Z7L9	ZSCAN2
ENST00000540998	ENSP00000445647	79	Q9NRR8	CDC42SE1
ENST00000541015	ENSP00000439973	252	Q9BXK1	KLF16
ENST00000541043	ENSP00000438733	889	P21399	ACO1
ENST00000541050	ENSP00000438341	474	Q9ULV4	CORO1C
ENST00000541078	ENSP00000441348	204	P52565	ARHGDIA
ENST00000541082	ENSP00000445228	295	Q9BQ89	FAM110A
ENST00000541091	ENSP00000446440	894	P42263	GRIA3
ENST00000541107	ENSP00000442357	284	Q5TD97	FHL5
ENST00000541182	ENSP00000440005	181	P84077	ARF1
ENST00000541212	ENSP00000440485	223	O00233	PSMD9
ENST00000541308	ENSP00000440590	895	Q14118	DAG1
ENST00000541323	ENSP00000444211	375	Q15198	PDGFRL
ENST00000541347	ENSP00000439140	355	P49238	CX3CR1
ENST00000541398	ENSP00000442307	904	Q008S8	ECT2L
ENST00000541412	ENSP00000444561	112	Q9P0S9	TMEM14C
ENST00000541421	ENSP00000456026	107	H3BR10	SMLR1
ENST00000541435	ENSP00000443390	178	Q96DB9	FXYD5
ENST00000541477	ENSP00000438873	434	P09104	ENO2
ENST00000541490	ENSP00000443096	419	Q8NHQ8	RASSF8
ENST00000541538	ENSP00000444134	311	Q8NGA0	OR7G1
ENST00000541546	ENSP00000440560	201	P52566	ARHGDIB
ENST00000541549	ENSP00000438178	1382	Q14152	EIF3A
ENST00000541562	ENSP00000441000	1063	Q5ST30	VARS2
ENST00000541587	ENSP00000441026	363	Q9H6D7	HAUS4
ENST00000541638	ENSP00000442478	398	Q9UBI4	STOML1
ENST00000541640	ENSP00000441369	270	Q9Y478	PRKAB1
ENST00000541643	ENSP00000441285	743	P14859	POU2F1
ENST00000541644	ENSP00000444860	201	P52566	ARHGDIB
ENST00000541669	ENSP00000437783	332	P07864	LDHC
ENST00000541714	ENSP00000439278	919	O95049	TJP3
ENST00000541777	ENSP00000439681	516	P51522	ZNF83
ENST00000541790	ENSP00000445633	126	P62807	HIST1H2BC
ENST00000541793	ENSP00000444875	446	Q8NCF0	CLEC18C
ENST00000541806	ENSP00000441283	230	P57739	CLDN2
ENST00000541810	ENSP00000438887	369	P0DM63	NPIPA8
ENST00000541814	ENSP00000438400	220	A6NM45	CLDN24
ENST00000541846	ENSP00000444393	145	Q8TAP4	LMO3
ENST00000541916	ENSP00000441831	1198	Q9Y2H6	FNDC3A
ENST00000541959	ENSP00000438510	181	P61204	ARF3
ENST00000541961	ENSP00000440502	737	Q9NY33	DPP3
ENST00000541970	ENSP00000439467	344	Q16342	PDCD2
ENST00000542035	ENSP00000446057	212	Q96LD8	SENP8
ENST00000542068	ENSP00000443687	299	Q92600	CNOT9
ENST00000542090	ENSP00000444704	327	Q9BZE3	BARHL1
ENST00000542092	ENSP00000445652	328	Q15077	P2RY6
ENST00000542104	ENSP00000443021	238	Q86WH2	RASSF3
ENST00000542107	ENSP00000444928	355	P49238	CX3CR1
ENST00000542120	ENSP00000440640	924	Q9Y2I9	TBC1D30
ENST00000542154	ENSP00000438671	248	Q15773	MLF2
ENST00000542155	ENSP00000438323	458	Q4AE62	GTDC1
ENST00000542179	ENSP00000445331	332	P00338	LDHA
ENST00000542196	ENSP00000438815	318	Q8NGS9	OR13C2
ENST00000542198	ENSP00000490577	126	A0A1B0GVM6	C11orf97
ENST00000542214	ENSP00000438275	128	Q9HBI5	C3orf14
ENST00000542230	ENSP00000439768	158	P56557	TMEM50B
ENST00000542236	ENSP00000438273	710	Q6ZW61	BBS12
ENST00000542267	ENSP00000437464	701	Q9UF56	FBXL17
ENST00000542278	ENSP00000442653	484	P37287	PIGA
ENST00000542342	ENSP00000445829	342	Q8N1S5	SLC39A11
ENST00000542353	ENSP00000440428	213	Q8WTT0	CLEC4C
ENST00000542354	ENSP00000446309	108	A0A0B4J248	TRAV1-1
ENST00000542403	ENSP00000439597	681	Q9NQU5	PAK6
ENST00000542437	ENSP00000437468	439	P0CW27	CCDC166
ENST00000542475	ENSP00000491070	118	A8MU93	C17orf100
ENST00000542499	ENSP00000445002	366	Q6Q788	APOA5
ENST00000542507	ENSP00000444660	579	Q9Y5A9	YTHDF2
ENST00000542527	ENSP00000454926	167	Q8NHV5	MOSMO
ENST00000542531	ENSP00000443911	121	P60006	ANAPC15
ENST00000542541	ENSP00000446026	361	Q9NSC5	HOMER3
ENST00000542547	ENSP00000443610	467	P41279	MAP3K8
ENST00000542554	ENSP00000444278	218	O14668	PRRG1
ENST00000542569	ENSP00000438042	415	Q96LT4	SAMD8
ENST00000542570	ENSP00000442336	1001	Q13472	TOP3A
ENST00000542575	ENSP00000444408	541	Q15758	SLC1A5
ENST00000542576	ENSP00000443517	261	P00915	CA1
ENST00000542583	ENSP00000446274	1006	Q6UXY8	TMC5
ENST00000542587	ENSP00000443256	351	Q9HBW0	LPAR2
ENST00000542590	ENSP00000443654	446	Q8IV04	TBC1D10C
ENST00000542635	ENSP00000444016	897	Q68D06	SLFN13
ENST00000542664	ENSP00000437737	471	P28223	HTR2A
ENST00000542674	ENSP00000443776	318	P43361	MAGEA8
ENST00000542678	ENSP00000440288	766	Q9NP78	ABCB9
ENST00000542735	ENSP00000445366	353	Q8IYX4	DND1
ENST00000542739	ENSP00000482270	514	A8MYA2	CXorf49
ENST00000542749	ENSP00000437611	1349	Q9BZ72	PITPNM2
ENST00000542754	ENSP00000438170	144	Q9Y587	AP4S1
ENST00000542766	ENSP00000440064	208	Q96FT9	IFT43
ENST00000542783	ENSP00000438345	657	Q7Z3E1	TIPARP
ENST00000542802	ENSP00000441214	1123	Q9P275	USP36
ENST00000542807	ENSP00000444890	730	Q684P5	RAP1GAP2
ENST00000542859	ENSP00000445043	3013	Q5TBA9	FRY
ENST00000542862	ENSP00000444461	538	P60508	ERVFRD-1
ENST00000542865	ENSP00000439839	419	Q8NHQ8	RASSF8
ENST00000542869	ENSP00000442460	451	Q13882	PTK6
ENST00000542893	ENSP00000439068	199	P78560	CRADD
ENST00000542965	ENSP00000441641	585	Q9BWN1	PRR14
ENST00000542968	ENSP00000442172	443	P14416	DRD2
ENST00000543010	ENSP00000445135	1062	Q9NX02	NLRP2
ENST00000543039	ENSP00000443957	172	Q9UK33	ZNF580
ENST00000543106	ENSP00000440384	694	Q9Y2J0	RPH3A
ENST00000543155	ENSP00000438115	275	Q9UBW8	COPS7A
ENST00000543160	ENSP00000446054	111	Q5H9J7	BEX5
ENST00000543175	ENSP00000439469	214	Q86Y79	PTRH1
ENST00000543184	ENSP00000445675	509	P78395	PRAME
ENST00000543196	ENSP00000444171	622	Q8NCL4	GALNT6
ENST00000543214	ENSP00000440163	332	Q8IZU1	FAM9A
ENST00000543215	ENSP00000442837	159	O14921	RGS13
ENST00000543226	ENSP00000442778	140	P0DI82	TRAPPC2B
ENST00000543227	ENSP00000437616	705	Q8N823	ZNF611
ENST00000543253	ENSP00000437872	838	Q96D09	GPRASP2
ENST00000543262	ENSP00000440246	604	Q16798	ME3
ENST00000543264	ENSP00000446058	340	Q96IW2	SHD
ENST00000543302	ENSP00000446426	476	O43148	RNMT
ENST00000543304	ENSP00000438792	291	Q9Y365	STARD10
ENST00000543341	ENSP00000445162	308	Q13889	GTF2H3
ENST00000543351	ENSP00000443092	294	P45880	VDAC2
ENST00000543440	ENSP00000441687	436	Q9UKI9	POU2F3
ENST00000543457	ENSP00000438800	337	Q96P68	OXGR1
ENST00000543473	ENSP00000443988	328	Q9H7L9	SUDS3
ENST00000543496	ENSP00000440049	420	Q13641	TPBG
ENST00000543500	ENSP00000443339	24	P0CJ70	MTRNR2L3
ENST00000543523	ENSP00000441867	822	Q12929	EPS8
ENST00000543571	ENSP00000437550	1130	O95835	LATS1
ENST00000543610	ENSP00000437532	331	A1A4V9	CCDC189
ENST00000543612	ENSP00000442388	822	Q12929	EPS8
ENST00000543642	ENSP00000443271	218	O14668	PRRG1
ENST00000543648	ENSP00000445704	256	Q86SE9	PCGF5
ENST00000543707	ENSP00000437656	1072	Q5VV43	KIAA0319
ENST00000543753	ENSP00000442400	240	Q53RY4	KRTCAP3
ENST00000543774	ENSP00000456933	458	Q9H7Z6	KAT8
ENST00000543795	ENSP00000444653	273	Q96EY5	MVB12A
ENST00000543796	ENSP00000446215	216	P62826	RAN
ENST00000543802	ENSP00000440365	351	Q15973	ZNF124
ENST00000543818	ENSP00000446278	370	Q8N967	LRTM2
ENST00000543823	ENSP00000440704	562	Q8IYJ3	SYTL1
ENST00000543824	ENSP00000440674	1004	P78364	PHC1
ENST00000543825	ENSP00000443309	321	Q9UGF6	OR5V1
ENST00000543831	ENSP00000445122	372	P26439	HSD3B2
ENST00000543870	ENSP00000444097	272	Q5SZI1	LDLRAD2
ENST00000543872	ENSP00000438748	991	Q8ND04	SMG8
ENST00000543873	ENSP00000438451	847	P42226	STAT6
ENST00000543880	ENSP00000438895	239	Q5VZ72	IZUMO3
ENST00000543906	ENSP00000437797	208	Q9NRW1	RAB6B
ENST00000543909	ENSP00000440480	520	Q8TDB8	SLC2A14
ENST00000543915	ENSP00000441667	825	P24394	IL4R
ENST00000543919	ENSP00000445772	358	Q9NPC1	LTB4R2
ENST00000543927	ENSP00000444433	266	O43819	SCO2
ENST00000543942	ENSP00000446101	622	Q8IXR9	C12orf56
ENST00000543948	ENSP00000440227	314	Q14894	CRYM
ENST00000543949	ENSP00000445840	224	Q9GZQ3	COMMD5
ENST00000544000	ENSP00000438061	415	P52597	HNRNPF
ENST00000544040	ENSP00000440542	1912	Q14839	CHD4
ENST00000544091	ENSP00000443138	339	O00398	P2RY10
ENST00000544117	ENSP00000437832	438	Q96N77	ZNF641
ENST00000544142	ENSP00000441374	1323	Q96RG2	PASK
ENST00000544301	ENSP00000446007	466	P08670	VIM
ENST00000544357	ENSP00000438757	221	P86479	PRR20C
ENST00000544369	ENSP00000442982	367	Q13304	GPR17
ENST00000544374	ENSP00000442701	316	Q8NGF4	OR5AP2
ENST00000544381	ENSP00000446395	334	P40925	MDH1
ENST00000544440	ENSP00000444596	4678	O75592	MYCBP2
ENST00000544538	ENSP00000440998	359	Q12926	ELAVL2
ENST00000544554	ENSP00000439456	456	Q14542	SLC29A2
ENST00000544604	ENSP00000443824	936	Q9ULT6	ZNRF3
ENST00000544612	ENSP00000440396	239	Q8WVL7	ANKRD49
ENST00000544665	ENSP00000441691	1152	P11215	ITGAM
ENST00000544682	ENSP00000442021	247	Q8N6D2	RNF182
ENST00000544708	ENSP00000439444	164	F5H284	PPIAL4D
ENST00000544822	ENSP00000438038	233	P26715	KLRC1
ENST00000544824	ENSP00000439985	24	P0CJ74	MTRNR2L7
ENST00000544838	ENSP00000440838	498	Q9BT92	TCHP
ENST00000544844	ENSP00000438349	125	Q9UI30	TRMT112
ENST00000544848	ENSP00000438553	129	Q9BTM1	H2AFJ
ENST00000544855	ENSP00000441126	76	O43677	NDUFC1
ENST00000544898	ENSP00000440898	265	O00142	TK2
ENST00000544916	ENSP00000437659	1004	P78364	PHC1
ENST00000544935	ENSP00000444487	381	P31321	PRKAR1B
ENST00000545030	ENSP00000445626	589	Q05215	EGR4
ENST00000545068	ENSP00000439044	622	Q9UPW0	FOXJ3
ENST00000545075	ENSP00000442159	24	P0CJ77	MTRNR2L10
ENST00000545121	ENSP00000441980	416	Q9Y6K0	CEPT1
ENST00000545125	ENSP00000446126	172	Q9UK33	ZNF580
ENST00000545127	ENSP00000443795	87	Q9NYJ1	COA4
ENST00000545128	ENSP00000446280	1860	Q92824	PCSK5
ENST00000545134	ENSP00000443287	1087	Q8NG08	HELB
ENST00000545145	ENSP00000442053	960	Q9Y4C8	RBM19
ENST00000545174	ENSP00000442636	313	Q9HC98	NEK6
ENST00000545180	ENSP00000440970	384	Q9NYA1	SPHK1
ENST00000545221	ENSP00000441354	307	P58180	OR4D2
ENST00000545234	ENSP00000441765	177	P12272	PTHLH
ENST00000545251	ENSP00000464040	99	Q15053	KIAA0040
ENST00000545279	ENSP00000441954	465	Q99717	SMAD5
ENST00000545306	ENSP00000479800	631	P0C7V8	DCAF8L2
ENST00000545314	ENSP00000445912	223	P27144	AK4
ENST00000545336	ENSP00000438040	441	Q7Z6B0	CCDC91
ENST00000545383	ENSP00000438978	1211	Q9BXT6	MOV10L1
ENST00000545398	ENSP00000438134	504	Q96GJ1	TRMT2B
ENST00000545495	ENSP00000445835	318	O75618	DEDD
ENST00000545523	ENSP00000438930	544	Q6AW86	ZNF324B
ENST00000545558	ENSP00000441140	1167	Q76FK4	NOL8
ENST00000545581	ENSP00000440602	126	Q99622	C12orf57
ENST00000545606	ENSP00000442318	1230	Q86VP6	CAND1
ENST00000545620	ENSP00000446474	465	Q99717	SMAD5
ENST00000545622	ENSP00000438928	491	Q86VY9	TMEM200A
ENST00000545668	ENSP00000440402	970	Q96FC9	DDX11
ENST00000545712	ENSP00000445920	250	Q96EY8	MMAB
ENST00000545746	ENSP00000439996	552	Q9NQ89	C12orf4
ENST00000545749	ENSP00000440162	627	Q9H7R0	ZNF442
ENST00000545770	ENSP00000454903	204	H3BNL1	C3orf84
ENST00000545797	ENSP00000442973	454	O43293	DAPK3
ENST00000545805	ENSP00000444642	325	O95258	SLC25A14
ENST00000545841	ENSP00000441999	348	O75953	DNAJB5
ENST00000545871	ENSP00000444210	530	Q9Y5P3	RAI2
ENST00000545872	ENSP00000440713	516	P51522	ZNF83
ENST00000545887	ENSP00000444186	117	Q9H0R8	GABARAPL1
ENST00000545944	ENSP00000446383	121	P60006	ANAPC15
ENST00000545947	ENSP00000442600	895	Q14118	DAG1
ENST00000545968	ENSP00000442795	1274	Q14896	MYBPC3
ENST00000545990	ENSP00000440994	853	O75969	AKAP3
ENST00000546027	ENSP00000444861	380	O75635	SERPINB7
ENST00000546034	ENSP00000440329	456	Q14542	SLC29A2
ENST00000546047	ENSP00000440724	606	Q86WA9	SLC26A11
ENST00000546076	ENSP00000437403	253	A1L157	TSPAN11
ENST00000546148	ENSP00000445451	614	Q7Z7L9	ZSCAN2
ENST00000546158	ENSP00000443510	376	Q9NRZ7	AGPAT3
ENST00000546190	ENSP00000441821	1522	O60242	ADGRB3
ENST00000546191	ENSP00000441426	313	Q9HC98	NEK6
ENST00000546354	ENSP00000442304	354	Q4G0M1	ERFE
ENST00000546355	ENSP00000444080	216	Q6ZTI6	RFLNA
ENST00000546361	ENSP00000439856	916	Q8IWX8	CHERP
ENST00000546373	ENSP00000447255	443	P14384	CPM
ENST00000546378	ENSP00000446680	304	O43248	HOXC11
ENST00000546390	ENSP00000493663	93	A0A2R8YCJ5	SMIM41
ENST00000546392	ENSP00000446801	215	Q13765	NACA
ENST00000546411	ENSP00000450125	1505	P39880	CUX1
ENST00000546436	ENSP00000449750	349	Q9H1C3	GLT8D2
ENST00000546455	ENSP00000446688	432	Q96HM7	PCED1B
ENST00000546511	ENSP00000449536	210	Q8NFX7	STXBP6
ENST00000546545	ENSP00000447762	338	P17693	HLA-G
ENST00000546561	ENSP00000447160	237	P19075	TSPAN8
ENST00000546591	ENSP00000449026	25	P62945	RPL41
ENST00000546604	ENSP00000449409	210	P82979	SARNP
ENST00000546634	ENSP00000447780	338	P17693	HLA-G
ENST00000546636	ENSP00000449008	568	P49281	SLC11A2
ENST00000546665	ENSP00000447956	315	Q9GZK7	OR11A1
ENST00000546801	ENSP00000447668	255	P01906	HLA-DQA2
ENST00000546815	ENSP00000449386	963	Q15020	SART3
ENST00000546848	ENSP00000448383	517	Q3MIW9	MUCL3
ENST00000546893	ENSP00000447853	487	Q9H2H9	SLC38A1
ENST00000546897	ENSP00000447402	483	P05787	KRT8
ENST00000546910	ENSP00000449999	188	Q9NY25	CLEC5A
ENST00000546913	ENSP00000448999	961	Q9UBS5	GABBR1
ENST00000546954	ENSP00000449795	76	O43715	TRIAP1
ENST00000546966	ENSP00000450056	193	Q16527	CSRP2
ENST00000547030	ENSP00000449847	518	Q9HCM9	TRIM39
ENST00000547058	ENSP00000447588	241	Q8IYP2	PRSS58
ENST00000547081	ENSP00000449106	116	Q8WUH6	TMEM263
ENST00000547104	ENSP00000447542	244	Q9H8H3	METTL7A
ENST00000547167	ENSP00000448419	585	Q9H2S9	IKZF4
ENST00000547198	ENSP00000446769	568	P49281	SLC11A2
ENST00000547241	ENSP00000448085	338	P17693	HLA-G
ENST00000547242	ENSP00000446537	116	Q8WUH6	TMEM263
ENST00000547270	ENSP00000448219	333	P59533	TAS2R38
ENST00000547289	ENSP00000446663	258	Q6P9F5	TRIM40
ENST00000547303	ENSP00000447188	169	P35638	DDIT3
ENST00000547315	ENSP00000450114	325	Q96F83	CLBA1
ENST00000547331	ENSP00000446847	517	Q3MIW9	MUCL3
ENST00000547338	ENSP00000447717	397	Q9NWB1	RBFOX1
ENST00000547379	ENSP00000448071	478	O60669	SLC16A7
ENST00000547506	ENSP00000447215	315	Q9GZK7	OR11A1
ENST00000547525	ENSP00000448047	565	Q2TBF2	WSCD2
ENST00000547530	ENSP00000448387	677	Q92994	BRF1
ENST00000547542	ENSP00000447492	452	Q9NU63	ZFP57
ENST00000547587	ENSP00000449426	780	P08237	PFKM
ENST00000547609	ENSP00000446963	383	Q29983	MICA
ENST00000547628	ENSP00000447931	531	C9JN71	ZNF878
ENST00000547641	ENSP00000449925	129	O15212	PFDN6
ENST00000547645	ENSP00000450263	315	Q9GZK7	OR11A1
ENST00000547662	ENSP00000447344	148	Q5SSQ6	SAPCD1
ENST00000547754	ENSP00000448955	694	Q86XJ1	GAS2L3
ENST00000547776	ENSP00000449629	1248	Q7Z6G8	ANKS1B
ENST00000547838	ENSP00000447353	249	Q8N4B1	PHETA1
ENST00000547848	ENSP00000450853	508	Q6S5H5	POTEG
ENST00000547889	ENSP00000448062	508	A6NI47	POTEM
ENST00000547905	ENSP00000449370	632	Q9H0H5	RACGAP1
ENST00000547911	ENSP00000449556	452	Q9NU63	ZFP57
ENST00000547931	ENSP00000448363	338	P17693	HLA-G
ENST00000547945	ENSP00000449839	71	Q69YU5	C12orf73
ENST00000547952	ENSP00000448784	129	O15212	PFDN6
ENST00000548001	ENSP00000446541	452	Q9NU63	ZFP57
ENST00000548002	ENSP00000447835	518	Q9HCM9	TRIM39
ENST00000548003	ENSP00000450332	148	Q5SSQ6	SAPCD1
ENST00000548040	ENSP00000447540	129	O15212	PFDN6
ENST00000548043	ENSP00000449861	1202	Q504Q3	PAN2
ENST00000548058	ENSP00000449535	686	Q9H6R3	ACSS3
ENST00000548065	ENSP00000447433	331	P54619	PRKAG1
ENST00000548082	ENSP00000447128	318	Q92781	RDH5
ENST00000548125	ENSP00000449785	116	Q8WUH6	TMEM263
ENST00000548133	ENSP00000449611	913	Q08345	DDR1
ENST00000548136	ENSP00000448789	314	Q8NGU2	OR9A4
ENST00000548163	ENSP00000449994	249	Q8N4B1	PHETA1
ENST00000548198	ENSP00000447873	347	Q8N9I9	DTX3
ENST00000548249	ENSP00000447824	401	Q13561	DCTN2
ENST00000548274	ENSP00000450245	545	P51687	SUOX
ENST00000548278	ENSP00000449841	269	Q96K30	RITA1
ENST00000548293	ENSP00000448101	151	P60660	MYL6
ENST00000548342	ENSP00000447907	89	P63167	DYNLL1
ENST00000548364	ENSP00000447109	127	Q6X4T0	C12orf54
ENST00000548380	ENSP00000489652	131	A0A1B0GTD5	TEX49
ENST00000548446	ENSP00000449938	494	P17544	ATF7
ENST00000548476	ENSP00000449483	234	P24001	IL32
ENST00000548493	ENSP00000447374	661	P40967	PMEL
ENST00000548523	ENSP00000449137	358	A6NJJ6	C19orf67
ENST00000548553	ENSP00000448785	244	Q9H8H3	METTL7A
ENST00000548577	ENSP00000449500	137	Q6P5S7	RNASEK
ENST00000548615	ENSP00000448811	312	A6NDL8	OR6C68
ENST00000548651	ENSP00000447253	478	Q9UBM8	MGAT4C
ENST00000548660	ENSP00000447450	349	Q9H1C3	GLT8D2
ENST00000548696	ENSP00000448359	831	Q96MT3	PRICKLE1
ENST00000548747	ENSP00000448828	661	P40967	PMEL
ENST00000548804	ENSP00000449294	347	Q8N9I9	DTX3
ENST00000548815	ENSP00000449007	181	P41271	NBL1
ENST00000548883	ENSP00000447908	360	Q96LP6	C12orf42
ENST00000548925	ENSP00000447537	153	P78537	BLOC1S1
ENST00000548974	ENSP00000448788	153	Q53FV1	ORMDL2
ENST00000548985	ENSP00000447776	57	Q96I36	COX14
ENST00000548987	ENSP00000448208	148	Q5SSQ6	SAPCD1
ENST00000549049	ENSP00000449607	487	Q9H2H9	SLC38A1
ENST00000549115	ENSP00000448050	139	Q8WUH1	CHURC1
ENST00000549117	ENSP00000447730	238	P08962	CD63
ENST00000549122	ENSP00000447161	198	O14508	SOCS2
ENST00000549126	ENSP00000449380	801	P25440	BRD2
ENST00000549135	ENSP00000447777	148	Q9NZ81	PRR13
ENST00000549164	ENSP00000447317	141	Q06055	ATP5MC2
ENST00000549206	ENSP00000448815	198	O14508	SOCS2
ENST00000549299	ENSP00000450230	321	Q9UGF6	OR5V1
ENST00000549336	ENSP00000449573	427	P11473	VDR
ENST00000549385	ENSP00000448036	237	P55061	TMBIM6
ENST00000549396	ENSP00000450337	1257	O75334	PPFIA2
ENST00000549441	ENSP00000446830	341	Q8N4W6	DNAJC22
ENST00000549446	ENSP00000449253	638	Q96PR1	KCNC2
ENST00000549478	ENSP00000448771	71	Q69YU5	C12orf73
ENST00000549489	ENSP00000447378	1857	O43451	MGAM
ENST00000549501	ENSP00000447698	452	Q9NU63	ZFP57
ENST00000549518	ENSP00000447328	644	Q9P0U3	SENP1
ENST00000549561	ENSP00000449392	142	Q9Y6G3	MRPL42
ENST00000549578	ENSP00000447058	182	Q9UBQ0	VPS29
ENST00000549621	ENSP00000448289	269	Q96K30	RITA1
ENST00000549701	ENSP00000450399	736	O00429	DNM1L
ENST00000549706	ENSP00000448310	509	Q8NFU1	BEST2
ENST00000549728	ENSP00000447016	258	Q6P9F5	TRIM40
ENST00000549749	ENSP00000447745	315	Q9GZK7	OR11A1
ENST00000549811	ENSP00000449275	1736	P13942	COL11A2
ENST00000549841	ENSP00000448572	518	Q9HCM9	TRIM39
ENST00000549890	ENSP00000446819	472	P21554	CNR1
ENST00000549920	ENSP00000447001	188	Q07020	RPL18
ENST00000549921	ENSP00000450048	508	Q8WU20	FRS2
ENST00000549924	ENSP00000448761	148	Q9NZ81	PRR13
ENST00000549982	ENSP00000449884	142	Q9Y6G3	MRPL42
ENST00000549989	ENSP00000446614	89	P63167	DYNLL1
ENST00000550065	ENSP00000450264	545	P51687	SUOX
ENST00000550078	ENSP00000447879	979	P86452	ZBED6
ENST00000550104	ENSP00000446576	1313	Q99700	ATXN2
ENST00000550165	ENSP00000448056	462	Q96EZ8	MCRS1
ENST00000550240	ENSP00000446579	321	Q9UGF6	OR5V1
ENST00000550270	ENSP00000449702	1141	Q00872	MYBPC1
ENST00000550282	ENSP00000449272	518	Q9HCM9	TRIM39
ENST00000550308	ENSP00000448998	524	Q9HCS2	CYP4F12
ENST00000550327	ENSP00000447985	455	Q9UIR0	BTNL2
ENST00000550344	ENSP00000446717	116	Q8WUH6	TMEM263
ENST00000550345	ENSP00000450369	780	P08237	PFKM
ENST00000550389	ENSP00000447241	508	Q8WU20	FRS2
ENST00000550395	ENSP00000449255	913	Q08345	DDR1
ENST00000550402	ENSP00000449716	373	Q99788	CMKLR1
ENST00000550411	ENSP00000449207	191	P45973	CBX5
ENST00000550413	ENSP00000449034	522	Q86SJ2	AMIGO2
ENST00000550418	ENSP00000450031	397	Q9NWB1	RBFOX1
ENST00000550443	ENSP00000446643	208	P14649	MYL6B
ENST00000550487	ENSP00000446524	57	Q96I36	COX14
ENST00000550531	ENSP00000448023	455	Q9UIR0	BTNL2
ENST00000550536	ENSP00000447300	476	Q96QF0	RAB3IP
ENST00000550654	ENSP00000450331	57	Q96I36	COX14
ENST00000550681	ENSP00000449350	316	Q9UGF7	OR12D3
ENST00000550697	ENSP00000446955	151	P60660	MYL6
ENST00000550708	ENSP00000449002	326	B2RN74	OR11H12
ENST00000550746	ENSP00000448182	691	Q8TC07	TBC1D15
ENST00000550765	ENSP00000449751	201	Q9NYL4	FKBP11
ENST00000550775	ENSP00000450365	221	O75715	GPX5
ENST00000550804	ENSP00000449960	691	Q9P1Z2	CALCOCO1
ENST00000550831	ENSP00000450377	245	Q8NCL8	TMEM116
ENST00000550887	ENSP00000449379	210	Q8NFX7	STXBP6
ENST00000550897	ENSP00000449903	338	P17693	HLA-G
ENST00000550913	ENSP00000447580	316	Q9UGF7	OR12D3
ENST00000550916	ENSP00000448248	344	Q4G1C9	GLIPR1L2
ENST00000550924	ENSP00000446945	780	P08237	PFKM
ENST00000550948	ENSP00000447752	412	Q14242	SELPLG
ENST00000550983	ENSP00000446902	429	F8W1W9	NPIPB9
ENST00000551016	ENSP00000449374	632	Q9H0H5	RACGAP1
ENST00000551018	ENSP00000447942	154	Q99471	PFDN5
ENST00000551043	ENSP00000449260	540	Q9NZN8	CNOT2
ENST00000551068	ENSP00000446514	223	A6NFC5	TMEM235
ENST00000551095	ENSP00000449546	455	Q9UIR0	BTNL2
ENST00000551150	ENSP00000449328	317	P05388	RPLP0
ENST00000551156	ENSP00000450359	735	P23743	DGKA
ENST00000551171	ENSP00000449079	316	Q96NR8	RDH12
ENST00000551177	ENSP00000450040	573	Q86U10	ASPG
ENST00000551295	ENSP00000447006	1018	Q12860	CNTN1
ENST00000551312	ENSP00000451421	71	Q9Y675	SNURF
ENST00000551339	ENSP00000448253	780	P08237	PFKM
ENST00000551346	ENSP00000448580	248	Q8N5J4	SPIC
ENST00000551379	ENSP00000447149	486	Q96RI1	NR1H4
ENST00000551404	ENSP00000449381	473	Q8IW41	MAPKAPK5
ENST00000551533	ENSP00000448003	255	P01906	HLA-DQA2
ENST00000551556	ENSP00000449227	198	O14508	SOCS2
ENST00000551568	ENSP00000448517	443	P14384	CPM
ENST00000551590	ENSP00000448735	587	Q2MV58	TCTN1
ENST00000551619	ENSP00000447305	131	Q8N3H0	TAFA2
ENST00000551727	ENSP00000447486	207	P25208	NFYB
ENST00000551736	ENSP00000446490	460	Q9NWZ3	IRAK4
ENST00000551765	ENSP00000446872	136	O43716	GATC
ENST00000551778	ENSP00000450257	148	Q5SSQ6	SAPCD1
ENST00000551809	ENSP00000450310	396	Q9NQS5	GPR84
ENST00000551812	ENSP00000446880	1905	Q9UIF9	BAZ2A
ENST00000551813	ENSP00000450350	116	Q8WUH6	TMEM263
ENST00000551917	ENSP00000447310	362	Q00325	SLC25A3
ENST00000551923	ENSP00000447706	701	Q9H0K6	PUS7L
ENST00000551952	ENSP00000449236	195	P55957	BID
ENST00000551956	ENSP00000448220	520	P19013	KRT4
ENST00000551964	ENSP00000448165	1248	O14727	APAF1
ENST00000551986	ENSP00000447627	315	Q9GZK7	OR11A1
ENST00000552014	ENSP00000447091	584	Q6J4K2	SLC8B1
ENST00000552024	ENSP00000448742	478	O60669	SLC16A7
ENST00000552029	ENSP00000447651	385	Q49AM1	MTERF2
