enst_id	final_uniprot_id
ENST00000605548	
ENST00000605549	
ENST00000605550	
ENST00000605551	
ENST00000605552	Q14802-5
ENST00000605553	
ENST00000605555	O76036-6
ENST00000605556	
ENST00000605557	
ENST00000605559	
ENST00000605562	
ENST00000605563	
ENST00000605565	
ENST00000605566	
ENST00000605567	
ENST00000605568	
ENST00000605569	
ENST00000605570	
ENST00000605571	
ENST00000605573	
ENST00000605576	
ENST00000605579	
ENST00000605580	
ENST00000605581	
ENST00000605583	P01857
ENST00000605584	
ENST00000605586	
ENST00000605587	Q8WW18
ENST00000605588	Q9HCN6-2
ENST00000605589	
ENST00000605591	
ENST00000605592	
ENST00000605595	
ENST00000605596	
ENST00000605597	
ENST00000605600	
ENST00000605601	
ENST00000605602	
ENST00000605604	
ENST00000605605	
ENST00000605606	O76036
ENST00000605607	
ENST00000605608	
ENST00000605610	
ENST00000605612	
ENST00000605613	
ENST00000605614	
ENST00000605617	
ENST00000605618	
ENST00000605619	P22314
ENST00000605620	
ENST00000605621	
ENST00000605622	
ENST00000605624	Q9BSV6
ENST00000605625	
ENST00000605627	
ENST00000605628	
ENST00000605631	
ENST00000605632	
ENST00000605633	
ENST00000605634	
ENST00000605635	
ENST00000605636	
ENST00000605639	
ENST00000605640	
ENST00000605641	
ENST00000605642	
ENST00000605643	
ENST00000605645	P63010-2
ENST00000605646	Q9BTD3
ENST00000605648	
ENST00000605649	
ENST00000605650	
ENST00000605651	Q8NG50-11
ENST00000605652	
ENST00000605653	
ENST00000605654	
ENST00000605656	
ENST00000605657	
ENST00000605658	
ENST00000605659	
ENST00000605660	Q5T8A7
ENST00000605661	
ENST00000605662	
ENST00000605663	
ENST00000605664	Q86SX3-3
ENST00000605665	
ENST00000605666	P01877
ENST00000605667	
ENST00000605668	
ENST00000605669	
ENST00000605670	
ENST00000605671	
ENST00000605673	
ENST00000605674	
ENST00000605675	
ENST00000605677	Q14802-4
ENST00000605679	
ENST00000605681	A0A0C4DH42
ENST00000605683	
ENST00000605684	
ENST00000605685	
ENST00000605687	
ENST00000605689	
ENST00000605690	
ENST00000605692	
ENST00000605693	P01871
ENST00000605695	
ENST00000605696	
ENST00000605697	
ENST00000605698	
ENST00000605699	
ENST00000605700	
ENST00000605701	
ENST00000605702	
ENST00000605703	
ENST00000605704	
ENST00000605705	
ENST00000605706	
ENST00000605707	
ENST00000605708	
ENST00000605709	
ENST00000605711	
ENST00000605712	
ENST00000605714	
ENST00000605715	A0A0A0MS14
ENST00000605716	P01742
ENST00000605717	
ENST00000605718	
ENST00000605719	Q96N66-3
ENST00000605720	
ENST00000605721	
ENST00000605725	
ENST00000605726	
ENST00000605727	
ENST00000605728	
ENST00000605729	
ENST00000605731	
ENST00000605733	
ENST00000605734	
ENST00000605735	
ENST00000605737	
ENST00000605738	
ENST00000605739	
ENST00000605740	
ENST00000605741	
ENST00000605742	A8MTZ0
ENST00000605743	
ENST00000605744	
ENST00000605745	
ENST00000605746	
ENST00000605747	
ENST00000605748	
ENST00000605749	
ENST00000605750	
ENST00000605754	
ENST00000605755	Q9Y2D8-3
ENST00000605757	
ENST00000605758	
ENST00000605759	
ENST00000605760	
ENST00000605761	Q8IYS5
ENST00000605763	
ENST00000605764	
ENST00000605765	P24071-8
ENST00000605767	
ENST00000605768	
ENST00000605769	
ENST00000605770	Q96N66-2
ENST00000605772	
ENST00000605773	
ENST00000605774	Q8WX94-2
ENST00000605775	
ENST00000605776	
ENST00000605777	
ENST00000605778	
ENST00000605779	Q86SX3-5
ENST00000605780	
ENST00000605781	
ENST00000605782	
ENST00000605783	
ENST00000605784	
ENST00000605785	
ENST00000605786	Q8TCX1-2
ENST00000605787	
ENST00000605788	Q14978
ENST00000605789	
ENST00000605790	
ENST00000605791	
ENST00000605792	
ENST00000605793	
ENST00000605794	
ENST00000605796	Q8N743
ENST00000605797	
ENST00000605798	
ENST00000605799	P52943-2
ENST00000605802	Q86VP3-2
ENST00000605803	
ENST00000605804	
ENST00000605806	
ENST00000605807	
ENST00000605808	
ENST00000605810	
ENST00000605811	
ENST00000605812	
ENST00000605813	
ENST00000605814	
ENST00000605817	Q86VP3
ENST00000605818	
ENST00000605819	
ENST00000605821	
ENST00000605822	
ENST00000605823	
ENST00000605824	
ENST00000605825	P24071-11
ENST00000605826	
ENST00000605827	
ENST00000605828	
ENST00000605830	
ENST00000605831	
ENST00000605832	
ENST00000605833	
ENST00000605834	
ENST00000605835	
ENST00000605836	
ENST00000605837	
ENST00000605838	
ENST00000605840	Q9NX14-2
ENST00000605841	
ENST00000605842	Q9NX02-4
ENST00000605844	Q92804
ENST00000605845	Q96T83
ENST00000605846	
ENST00000605847	
ENST00000605848	
ENST00000605849	
ENST00000605850	
ENST00000605851	
ENST00000605852	
ENST00000605853	Q00536
ENST00000605854	
ENST00000605855	
ENST00000605856	
ENST00000605859	
ENST00000605860	O95045-2
ENST00000605861	
ENST00000605862	
ENST00000605863	
ENST00000605864	
ENST00000605865	
ENST00000605866	
ENST00000605867	
ENST00000605868	
ENST00000605870	O15091-3
ENST00000605871	
ENST00000605872	
ENST00000605873	
ENST00000605875	
ENST00000605877	
ENST00000605878	
ENST00000605879	
ENST00000605881	
ENST00000605882	
ENST00000605884	Q9UJX4-3
ENST00000605885	
ENST00000605886	
ENST00000605888	
ENST00000605889	
ENST00000605890	
ENST00000605891	
ENST00000605892	
ENST00000605893	
ENST00000605895	O15258
ENST00000605896	
ENST00000605899	
ENST00000605901	
ENST00000605902	
ENST00000605903	
ENST00000605907	
ENST00000605908	
ENST00000605909	
ENST00000605910	
ENST00000605911	
ENST00000605912	
ENST00000605914	
ENST00000605915	
ENST00000605916	
ENST00000605917	
ENST00000605918	
ENST00000605919	
ENST00000605920	
ENST00000605921	
ENST00000605922	
ENST00000605923	
ENST00000605924	
ENST00000605925	
ENST00000605926	
ENST00000605927	
ENST00000605928	
ENST00000605929	
ENST00000605930	Q14573
ENST00000605931	
ENST00000605932	Q96HP4
ENST00000605933	
ENST00000605935	Q5VUA4-2
ENST00000605936	
ENST00000605937	
ENST00000605938	
ENST00000605939	
ENST00000605941	
ENST00000605942	
ENST00000605944	Q6UWH6
ENST00000605945	
ENST00000605946	
ENST00000605947	
ENST00000605948	
ENST00000605949	Q9UJ71
ENST00000605950	
ENST00000605952	Q674R7-3
ENST00000605953	
ENST00000605955	
ENST00000605957	
ENST00000605958	
ENST00000605960	
ENST00000605961	
ENST00000605962	
ENST00000605965	
ENST00000605966	
ENST00000605967	
ENST00000605969	
ENST00000605970	
ENST00000605972	
ENST00000605973	
ENST00000605974	
ENST00000605978	Q9UJX4-3
ENST00000605980	
ENST00000605981	
ENST00000605982	
ENST00000605984	
ENST00000605985	
ENST00000605986	
ENST00000605987	
ENST00000605989	
ENST00000605990	
ENST00000605991	
ENST00000605992	
ENST00000605996	
ENST00000605997	O75438
ENST00000605998	
ENST00000605999	
ENST00000606000	
ENST00000606001	
ENST00000606003	
ENST00000606004	
ENST00000606006	
ENST00000606008	
ENST00000606010	
ENST00000606011	
ENST00000606016	
ENST00000606017	P25063
ENST00000606018	
ENST00000606019	
ENST00000606020	
ENST00000606022	
ENST00000606024	Q8NHE4-2
ENST00000606025	
ENST00000606026	
ENST00000606028	
ENST00000606030	
ENST00000606033	
ENST00000606034	
ENST00000606036	
ENST00000606037	
ENST00000606038	P35612
ENST00000606039	
ENST00000606040	
ENST00000606041	
ENST00000606042	
ENST00000606043	
ENST00000606044	
ENST00000606045	
ENST00000606048	
ENST00000606049	
ENST00000606050	
ENST00000606051	
ENST00000606054	
ENST00000606055	
ENST00000606056	
ENST00000606057	
ENST00000606059	
ENST00000606061	
ENST00000606064	
ENST00000606065	
ENST00000606066	
ENST00000606067	
ENST00000606068	
ENST00000606069	
ENST00000606070	
ENST00000606071	
ENST00000606073	
ENST00000606074	
ENST00000606075	
ENST00000606080	P42685
ENST00000606082	
ENST00000606083	
ENST00000606089	
ENST00000606094	
ENST00000606095	Q969K3
ENST00000606096	
ENST00000606097	
ENST00000606098	
ENST00000606099	
ENST00000606100	
ENST00000606102	
ENST00000606103	
ENST00000606104	
ENST00000606105	
ENST00000606106	
ENST00000606107	
ENST00000606109	Q5T749
ENST00000606110	
ENST00000606111	
ENST00000606112	
ENST00000606113	
ENST00000606114	
ENST00000606115	
ENST00000606117	Q9NXA8
ENST00000606118	
ENST00000606119	
ENST00000606120	P35612
ENST00000606121	
ENST00000606123	
ENST00000606124	
ENST00000606125	
ENST00000606126	
ENST00000606127	
ENST00000606128	
ENST00000606131	
ENST00000606133	
ENST00000606134	
ENST00000606135	
ENST00000606136	
ENST00000606137	
ENST00000606140	
ENST00000606142	P28838-2
ENST00000606143	Q8NHM5
ENST00000606147	
ENST00000606149	P62333
ENST00000606150	
ENST00000606151	
ENST00000606152	
ENST00000606153	
ENST00000606154	
ENST00000606157	
ENST00000606159	
ENST00000606160	
ENST00000606161	
ENST00000606162	
ENST00000606164	
ENST00000606165	
ENST00000606166	
ENST00000606167	P56556
ENST00000606169	
ENST00000606170	
ENST00000606173	
ENST00000606174	
ENST00000606178	
ENST00000606179	
ENST00000606180	
ENST00000606181	
ENST00000606183	
ENST00000606184	
ENST00000606185	
ENST00000606186	
ENST00000606187	
ENST00000606188	
ENST00000606189	
ENST00000606190	
ENST00000606192	
ENST00000606194	
ENST00000606195	
ENST00000606197	
ENST00000606198	Q15776-2
ENST00000606199	
ENST00000606200	
ENST00000606202	
ENST00000606203	
ENST00000606205	P43004-3
ENST00000606206	Q96JG8-4
ENST00000606207	
ENST00000606208	
ENST00000606209	
ENST00000606212	
ENST00000606213	
ENST00000606214	Q9P0N9
ENST00000606216	
ENST00000606217	
ENST00000606219	
ENST00000606221	
ENST00000606222	
ENST00000606224	
ENST00000606225	Q9HCP0-2
ENST00000606226	P15313
ENST00000606227	
ENST00000606229	
ENST00000606230	
ENST00000606231	P51617-2
ENST00000606233	
ENST00000606234	
ENST00000606235	
ENST00000606237	
ENST00000606238	
ENST00000606239	
ENST00000606240	Q9NSD4-2
ENST00000606242	
ENST00000606243	
ENST00000606244	
ENST00000606245	
ENST00000606246	
ENST00000606247	
ENST00000606248	
ENST00000606249	
ENST00000606250	
ENST00000606251	
ENST00000606252	
ENST00000606253	Q8NI38
ENST00000606254	
ENST00000606259	
ENST00000606261	
ENST00000606262	
ENST00000606265	
ENST00000606268	
ENST00000606270	
ENST00000606271	
ENST00000606272	
ENST00000606273	
ENST00000606274	
ENST00000606277	
ENST00000606279	
ENST00000606280	
ENST00000606281	
ENST00000606282	
ENST00000606283	
ENST00000606284	
ENST00000606285	
ENST00000606286	
ENST00000606287	
ENST00000606288	
ENST00000606291	
ENST00000606292	
ENST00000606293	
ENST00000606294	
ENST00000606296	
ENST00000606298	
ENST00000606299	
ENST00000606301	
ENST00000606302	
ENST00000606304	
ENST00000606307	
ENST00000606310	
ENST00000606312	
ENST00000606314	
ENST00000606318	
ENST00000606319	
ENST00000606320	Q99550
ENST00000606321	
ENST00000606322	
ENST00000606323	
ENST00000606324	
ENST00000606325	
ENST00000606326	
ENST00000606327	
ENST00000606328	
ENST00000606329	
ENST00000606330	
ENST00000606333	
ENST00000606334	
ENST00000606336	
ENST00000606337	
ENST00000606338	
ENST00000606339	
ENST00000606341	Q99622
ENST00000606343	
ENST00000606344	
ENST00000606345	
ENST00000606346	
ENST00000606347	
ENST00000606348	
ENST00000606349	
ENST00000606350	
ENST00000606351	
ENST00000606352	
ENST00000606353	
ENST00000606354	
ENST00000606355	
ENST00000606358	
ENST00000606361	
ENST00000606362	
ENST00000606363	
ENST00000606364	
ENST00000606365	
ENST00000606366	
ENST00000606367	
ENST00000606369	P53990-6
ENST00000606370	
ENST00000606372	
ENST00000606374	
ENST00000606375	
ENST00000606376	
ENST00000606377	
ENST00000606378	
ENST00000606379	
ENST00000606380	
ENST00000606381	
ENST00000606382	
ENST00000606383	Q969K3-2
ENST00000606384	
ENST00000606385	
ENST00000606386	
ENST00000606387	
ENST00000606388	
ENST00000606389	
ENST00000606390	
ENST00000606391	
ENST00000606393	
ENST00000606394	
ENST00000606395	
ENST00000606397	
ENST00000606398	
ENST00000606400	
ENST00000606401	
ENST00000606404	
ENST00000606405	
ENST00000606406	
ENST00000606407	
ENST00000606409	Q8NHM5-5
ENST00000606411	
ENST00000606412	
ENST00000606414	
ENST00000606415	
ENST00000606416	Q8N1N0-2
ENST00000606418	
ENST00000606420	
ENST00000606421	
ENST00000606422	
ENST00000606423	
ENST00000606424	
ENST00000606425	
ENST00000606426	
ENST00000606427	
ENST00000606428	
ENST00000606429	
ENST00000606430	
ENST00000606432	
ENST00000606433	
ENST00000606434	
ENST00000606436	
ENST00000606437	
ENST00000606438	
ENST00000606439	
ENST00000606441	
ENST00000606443	
ENST00000606444	
ENST00000606445	
ENST00000606446	Q5VW22
ENST00000606447	
ENST00000606448	
ENST00000606452	
ENST00000606454	
ENST00000606455	
ENST00000606457	
ENST00000606459	
ENST00000606462	
ENST00000606463	P27635
ENST00000606464	
ENST00000606465	
ENST00000606466	
ENST00000606468	
ENST00000606470	
ENST00000606471	
ENST00000606472	
ENST00000606474	
ENST00000606476	
ENST00000606477	
ENST00000606478	
ENST00000606479	
ENST00000606481	
ENST00000606482	
ENST00000606483	
ENST00000606485	
ENST00000606486	
ENST00000606487	Q5VW22-2
ENST00000606489	
ENST00000606490	
ENST00000606491	
ENST00000606492	
ENST00000606494	
ENST00000606496	
ENST00000606497	
ENST00000606498	Q9BX74
ENST00000606499	
ENST00000606501	
ENST00000606502	Q6QHK4
ENST00000606504	
ENST00000606505	
ENST00000606507	
ENST00000606508	
ENST00000606510	
ENST00000606511	
ENST00000606512	
ENST00000606513	
ENST00000606514	Q7Z6V5-2
ENST00000606515	Q68CQ1-8
ENST00000606517	
ENST00000606519	
ENST00000606521	
ENST00000606522	
ENST00000606523	
ENST00000606525	
ENST00000606526	
ENST00000606527	
ENST00000606528	
ENST00000606529	
ENST00000606530	
ENST00000606531	
ENST00000606532	
ENST00000606533	
ENST00000606534	
ENST00000606537	
ENST00000606538	
ENST00000606539	
ENST00000606540	
ENST00000606541	
ENST00000606542	
ENST00000606544	
ENST00000606546	
ENST00000606547	
ENST00000606550	
ENST00000606554	
ENST00000606555	
ENST00000606556	
ENST00000606557	Q9Y5X3-2
ENST00000606558	
ENST00000606559	
ENST00000606560	
ENST00000606561	
ENST00000606564	
ENST00000606566	
ENST00000606567	
ENST00000606568	
ENST00000606570	
ENST00000606571	
ENST00000606572	
ENST00000606573	
ENST00000606574	
ENST00000606575	
ENST00000606576	
ENST00000606577	
ENST00000606578	
ENST00000606580	Q641Q2
ENST00000606582	
ENST00000606583	
ENST00000606584	
ENST00000606587	
ENST00000606588	
ENST00000606589	
ENST00000606590	
ENST00000606592	
ENST00000606593	
ENST00000606594	
ENST00000606595	
ENST00000606596	
ENST00000606597	Q6ICB4
ENST00000606598	
ENST00000606599	
ENST00000606601	
ENST00000606602	
ENST00000606606	Q96JG8-2
ENST00000606607	
ENST00000606608	
ENST00000606610	
ENST00000606613	
ENST00000606615	
ENST00000606616	Q6PF18-2
ENST00000606617	
ENST00000606619	
ENST00000606621	
ENST00000606622	
ENST00000606623	
ENST00000606624	
ENST00000606625	
ENST00000606627	
ENST00000606628	
ENST00000606629	
ENST00000606632	
ENST00000606633	
ENST00000606635	
ENST00000606638	
ENST00000606639	
ENST00000606640	
ENST00000606641	
ENST00000606642	
ENST00000606644	
ENST00000606645	
ENST00000606647	
ENST00000606648	
ENST00000606649	
ENST00000606652	
ENST00000606653	
ENST00000606654	
ENST00000606655	
ENST00000606656	
ENST00000606657	
ENST00000606659	
ENST00000606660	
ENST00000606662	
ENST00000606663	Q641Q2-2
ENST00000606664	
ENST00000606665	
ENST00000606668	
ENST00000606671	
ENST00000606673	
ENST00000606674	
ENST00000606676	
ENST00000606677	
ENST00000606679	
ENST00000606682	
ENST00000606683	
ENST00000606686	
ENST00000606687	
ENST00000606688	
ENST00000606689	Q9UIW0
ENST00000606690	
ENST00000606692	
ENST00000606696	
ENST00000606697	
ENST00000606698	P35612-3
ENST00000606699	
ENST00000606702	
ENST00000606704	
ENST00000606706	
ENST00000606707	
ENST00000606708	
ENST00000606709	P51617-3
ENST00000606711	
ENST00000606712	
ENST00000606713	
ENST00000606714	
ENST00000606715	
ENST00000606716	
ENST00000606717	
ENST00000606718	
ENST00000606719	
ENST00000606720	Q8N1N0
ENST00000606722	
ENST00000606723	
ENST00000606724	
ENST00000606725	
ENST00000606726	
ENST00000606727	
ENST00000606728	
ENST00000606729	
ENST00000606730	
ENST00000606731	
ENST00000606732	
ENST00000606736	
ENST00000606738	A6NFA1
ENST00000606739	
ENST00000606742	
ENST00000606743	
ENST00000606744	
ENST00000606745	
ENST00000606749	
ENST00000606750	
ENST00000606751	Q9P0P8
ENST00000606752	
ENST00000606754	
ENST00000606756	
ENST00000606757	
ENST00000606758	
ENST00000606761	
ENST00000606766	Q5T5X7
ENST00000606767	
ENST00000606769	
ENST00000606771	
ENST00000606772	
ENST00000606773	Q8NHM5-4
ENST00000606775	
ENST00000606776	
ENST00000606778	
ENST00000606780	
ENST00000606781	
ENST00000606782	
ENST00000606783	
ENST00000606784	
ENST00000606785	
ENST00000606788	
ENST00000606789	
ENST00000606790	
ENST00000606791	
ENST00000606793	
ENST00000606794	P35414
ENST00000606795	
ENST00000606796	
ENST00000606797	
ENST00000606799	
ENST00000606800	
ENST00000606801	
ENST00000606802	
ENST00000606803	
ENST00000606805	
ENST00000606807	
ENST00000606808	
ENST00000606809	
ENST00000606810	
ENST00000606812	Q96HB5
ENST00000606813	
ENST00000606814	P01135-2
ENST00000606815	
ENST00000606816	
ENST00000606817	
ENST00000606818	
ENST00000606820	
ENST00000606821	
ENST00000606822	
ENST00000606823	
ENST00000606826	
ENST00000606827	
ENST00000606828	
ENST00000606829	
ENST00000606831	
ENST00000606833	Q96JG8
ENST00000606834	
ENST00000606835	
ENST00000606837	
ENST00000606838	
ENST00000606839	
ENST00000606840	
ENST00000606841	
ENST00000606842	
ENST00000606844	
ENST00000606848	
ENST00000606849	
ENST00000606851	
ENST00000606853	
ENST00000606855	
ENST00000606856	
ENST00000606857	
ENST00000606858	
ENST00000606861	
ENST00000606862	
ENST00000606864	
ENST00000606865	
ENST00000606866	
ENST00000606868	
ENST00000606869	
ENST00000606872	
ENST00000606873	
ENST00000606875	
ENST00000606876	
ENST00000606877	
ENST00000606878	
ENST00000606879	
ENST00000606881	
ENST00000606883	
ENST00000606884	
ENST00000606885	
ENST00000606887	
ENST00000606888	Q69YU3
ENST00000606889	
ENST00000606892	
ENST00000606893	
ENST00000606894	
ENST00000606895	O75460-2
ENST00000606896	
ENST00000606897	
ENST00000606898	
ENST00000606899	
ENST00000606900	
ENST00000606901	
ENST00000606902	
ENST00000606903	
ENST00000606905	P51617-4
ENST00000606906	
ENST00000606907	
ENST00000606908	
ENST00000606909	
ENST00000606910	
ENST00000606911	Q5JTV8
ENST00000606913	
ENST00000606915	
ENST00000606916	
ENST00000606918	
ENST00000606920	Q9P0P8
ENST00000606921	
ENST00000606923	
ENST00000606924	
ENST00000606925	
ENST00000606927	
ENST00000606929	
ENST00000606930	
ENST00000606931	
ENST00000606932	
ENST00000606933	
ENST00000606934	
ENST00000606935	
ENST00000606937	A6NC05
ENST00000606938	
ENST00000606939	
ENST00000606940	Q96JG8
ENST00000606941	
ENST00000606942	
ENST00000606943	
ENST00000606947	
ENST00000606950	
ENST00000606951	
ENST00000606952	
ENST00000606954	
ENST00000606955	
ENST00000606958	
ENST00000606959	
ENST00000606960	
ENST00000606961	
ENST00000606962	
ENST00000606963	
ENST00000606965	
ENST00000606966	
ENST00000606967	
ENST00000606970	
ENST00000606971	
ENST00000606972	
ENST00000606973	
ENST00000606974	
ENST00000606975	
ENST00000606977	Q96MT8
ENST00000606978	
ENST00000606979	
ENST00000606980	
ENST00000606982	
ENST00000606983	
ENST00000606985	
ENST00000606986	
ENST00000606987	
ENST00000606988	
ENST00000606990	
ENST00000606991	
ENST00000606992	
ENST00000606993	
ENST00000606994	
ENST00000606995	
ENST00000606998	
ENST00000606999	Q6UW56
ENST00000607000	Q96JX3-3
ENST00000607001	
ENST00000607002	
ENST00000607003	O00422
ENST00000607004	
ENST00000607005	
ENST00000607006	
ENST00000607007	
ENST00000607009	
ENST00000607010	
ENST00000607012	
ENST00000607013	
ENST00000607014	
ENST00000607016	O95989
ENST00000607017	
ENST00000607018	
ENST00000607019	
ENST00000607020	
ENST00000607021	
ENST00000607025	
ENST00000607026	
ENST00000607027	
ENST00000607030	
ENST00000607031	
ENST00000607032	
ENST00000607033	
ENST00000607036	
ENST00000607039	
ENST00000607041	
ENST00000607042	
ENST00000607043	Q8N9V6
ENST00000607044	
ENST00000607045	
ENST00000607046	
ENST00000607047	
ENST00000607048	
ENST00000607049	
ENST00000607050	
ENST00000607051	
ENST00000607052	
ENST00000607055	
ENST00000607056	
ENST00000607057	
ENST00000607058	
ENST00000607061	
ENST00000607062	
ENST00000607064	Q9UJX4
ENST00000607066	
ENST00000607068	
ENST00000607071	
ENST00000607072	
ENST00000607074	
ENST00000607075	
ENST00000607077	
ENST00000607082	
ENST00000607083	
ENST00000607084	
ENST00000607085	
ENST00000607086	
ENST00000607087	
ENST00000607088	
ENST00000607089	
ENST00000607090	
ENST00000607091	
ENST00000607092	
ENST00000607093	Q5T751
ENST00000607094	
ENST00000607095	
ENST00000607096	
ENST00000607097	
ENST00000607098	
ENST00000607099	
ENST00000607100	
ENST00000607102	
ENST00000607103	
ENST00000607105	
ENST00000607106	
ENST00000607109	
ENST00000607111	
ENST00000607112	
ENST00000607113	
ENST00000607115	
ENST00000607116	
ENST00000607119	
ENST00000607120	
ENST00000607121	
ENST00000607122	
ENST00000607124	P06899
ENST00000607126	Q6ICB4
ENST00000607131	
ENST00000607132	
ENST00000607134	
ENST00000607135	
ENST00000607136	
ENST00000607137	
ENST00000607139	
ENST00000607140	
ENST00000607141	
ENST00000607144	
ENST00000607145	
ENST00000607146	
ENST00000607147	
ENST00000607148	
ENST00000607149	
ENST00000607150	
ENST00000607152	
ENST00000607153	
ENST00000607155	
ENST00000607156	
ENST00000607157	
ENST00000607158	
ENST00000607160	
ENST00000607161	
ENST00000607164	
ENST00000607166	
ENST00000607167	
ENST00000607168	
ENST00000607169	
ENST00000607170	
ENST00000607172	
ENST00000607173	
ENST00000607175	
ENST00000607176	
ENST00000607181	
ENST00000607185	
ENST00000607187	
ENST00000607190	
ENST00000607192	
ENST00000607193	
ENST00000607194	
ENST00000607195	
ENST00000607197	Q9Y5Z4
ENST00000607201	
ENST00000607203	
ENST00000607204	
ENST00000607205	
ENST00000607208	
ENST00000607210	
ENST00000607211	
ENST00000607212	
ENST00000607213	
ENST00000607214	
ENST00000607215	
ENST00000607216	
ENST00000607218	
ENST00000607219	
ENST00000607220	
ENST00000607221	
ENST00000607222	
ENST00000607223	
ENST00000607224	
ENST00000607226	
ENST00000607227	
ENST00000607230	
ENST00000607232	Q9BX66-12
ENST00000607233	
ENST00000607235	
ENST00000607236	Q99623-2
ENST00000607239	Q8N9V6-2
ENST00000607240	
ENST00000607241	
ENST00000607242	
ENST00000607244	
ENST00000607245	
ENST00000607246	
ENST00000607249	
ENST00000607250	
ENST00000607251	
ENST00000607252	
ENST00000607255	
ENST00000607256	
ENST00000607257	
ENST00000607258	
ENST00000607259	
ENST00000607260	
ENST00000607261	
ENST00000607263	
ENST00000607264	
ENST00000607265	
ENST00000607266	O60888-3
ENST00000607267	P35612
ENST00000607269	
ENST00000607270	
ENST00000607271	
ENST00000607272	
ENST00000607273	
ENST00000607275	
ENST00000607276	
ENST00000607277	
ENST00000607278	
ENST00000607282	
ENST00000607283	
ENST00000607284	
ENST00000607285	Q8N8P6
ENST00000607286	
ENST00000607287	
ENST00000607288	
ENST00000607291	
ENST00000607292	
ENST00000607293	Q9H4I9
ENST00000607294	
ENST00000607296	
ENST00000607297	
ENST00000607298	
ENST00000607299	P56556
ENST00000607300	
ENST00000607301	
ENST00000607302	
ENST00000607303	
ENST00000607307	
ENST00000607309	
ENST00000607310	
ENST00000607312	
ENST00000607313	
ENST00000607314	
ENST00000607315	
ENST00000607316	
ENST00000607317	
ENST00000607318	
ENST00000607320	
ENST00000607321	
ENST00000607322	
ENST00000607324	Q86YH6-2
ENST00000607325	
ENST00000607326	
ENST00000607327	
ENST00000607329	
ENST00000607330	
ENST00000607331	
ENST00000607332	
ENST00000607333	
ENST00000607334	
ENST00000607336	
ENST00000607337	
ENST00000607338	
ENST00000607339	
ENST00000607341	
ENST00000607342	
ENST00000607343	
ENST00000607344	
ENST00000607346	
ENST00000607347	
ENST00000607349	
ENST00000607350	
ENST00000607352	
ENST00000607353	
ENST00000607355	Q6FI13
ENST00000607357	Q8WXC6
ENST00000607359	Q86SQ6-1
ENST00000607361	
ENST00000607362	
ENST00000607363	
ENST00000607364	
ENST00000607365	
ENST00000607367	
ENST00000607368	
ENST00000607370	
ENST00000607371	Q9UQ05
ENST00000607372	
ENST00000607373	Q12982
ENST00000607375	
ENST00000607376	
ENST00000607378	
ENST00000607379	
ENST00000607385	
ENST00000607386	
ENST00000607387	
ENST00000607388	
ENST00000607389	
ENST00000607390	
ENST00000607391	
ENST00000607392	Q9UJX4-2
ENST00000607393	
ENST00000607394	
ENST00000607397	
ENST00000607398	
ENST00000607399	
ENST00000607400	
ENST00000607401	
ENST00000607402	
ENST00000607405	
ENST00000607406	
ENST00000607407	
ENST00000607408	
ENST00000607409	
ENST00000607410	Q9NSD4
ENST00000607411	
ENST00000607412	
ENST00000607413	
ENST00000607414	
ENST00000607415	
ENST00000607417	
ENST00000607419	
ENST00000607420	
ENST00000607421	
ENST00000607422	Q5T5X7
ENST00000607425	
ENST00000607426	
ENST00000607427	
ENST00000607428	
ENST00000607429	
ENST00000607431	
ENST00000607433	
ENST00000607434	
ENST00000607437	
ENST00000607440	
ENST00000607441	
ENST00000607442	Q86YH6
ENST00000607443	
ENST00000607444	
ENST00000607445	
ENST00000607448	
ENST00000607449	
ENST00000607450	
ENST00000607451	
ENST00000607452	
ENST00000607453	
ENST00000607454	Q99623
ENST00000607455	
ENST00000607456	
ENST00000607458	
ENST00000607459	
ENST00000607462	
ENST00000607464	
ENST00000607465	
ENST00000607467	
ENST00000607468	
ENST00000607470	
ENST00000607471	
ENST00000607474	
ENST00000607476	
ENST00000607478	
ENST00000607480	
ENST00000607482	
ENST00000607483	
ENST00000607484	Q9BRT2
ENST00000607485	
ENST00000607486	
ENST00000607487	
ENST00000607490	
ENST00000607491	
ENST00000607494	
ENST00000607495	
ENST00000607496	
ENST00000607497	
ENST00000607502	
ENST00000607504	
ENST00000607505	
ENST00000607506	
ENST00000607508	
ENST00000607510	
ENST00000607511	
ENST00000607513	
ENST00000607514	
ENST00000607515	
ENST00000607516	
ENST00000607517	
ENST00000607518	
ENST00000607519	
ENST00000607520	
ENST00000607521	
ENST00000607522	
ENST00000607524	P35612-2
ENST00000607525	
ENST00000607526	
ENST00000607527	
ENST00000607528	
ENST00000607531	
ENST00000607532	
ENST00000607533	
ENST00000607535	
ENST00000607536	
ENST00000607537	
ENST00000607538	
ENST00000607539	
ENST00000607540	
ENST00000607541	
ENST00000607542	
ENST00000607544	B3KS81
ENST00000607545	
ENST00000607546	
ENST00000607547	
ENST00000607549	
ENST00000607551	
ENST00000607552	
ENST00000607555	
ENST00000607556	
ENST00000607558	
ENST00000607559	
ENST00000607560	
ENST00000607561	
ENST00000607563	
ENST00000607564	
ENST00000607565	
ENST00000607570	
ENST00000607571	
ENST00000607572	
ENST00000607573	
ENST00000607574	
ENST00000607575	
ENST00000607576	
ENST00000607577	
ENST00000607580	
